Date,Open,High,Low,Close,Volume,Adj Close
2014-02-07,8383.99023,8409.03027,8356.92969,8387.34961,2427200,8387.34961
2014-02-06,8286.16016,8333.55957,8284.76953,8311.00977,2451100,8311.00977
2014-02-05,8290.16992,8313.83008,8230.45996,8264.48047,3156100,8264.48047
2014-01-27,8519.48047,8519.48047,8442.19043,8462.57031,2605100,8462.57031
2014-01-24,8581.49023,8608.63965,8577.13965,8598.30957,1936800,8598.30957
2014-01-23,8644.55957,8647.87012,8595.09961,8595.09961,2056700,8595.09961
2014-01-22,8598.98047,8633.57031,8596.99023,8625.2998,2141700,8625.2998
2014-01-21,8639.70996,8650.13965,8599.90039,8599.90039,2478200,8599.90039
2014-01-20,8595.58984,8636.20996,8584.50,8621.55957,2277900,8621.55957
2014-01-17,8628.49023,8628.86035,8580.49023,8596.00,2288800,8596.00
2014-01-16,8653.54004,8668.9502,8610.24023,8612.11035,2832700,8612.11035
2014-01-15,8567.80957,8619.55957,8567.80957,8602.5498,2869000,8602.5498
2014-01-14,8545.45996,8568.30957,8523.45996,8548.13965,2289900,8548.13965
2014-01-13,8587.49023,8607.23047,8558.95996,8566.2002,2662700,8566.2002
2014-01-10,8559.17969,8559.17969,8521.50,8529.34961,2730100,8529.34961
2014-01-09,8555.7998,8569.11035,8506.01953,8514.67969,3819600,8514.67969
2014-01-08,8548.61035,8587.08008,8548.61035,8556.00977,3206300,8556.00977
2014-01-07,8515.36035,8547.19043,8512.2998,8512.2998,2598900,8512.2998
2014-01-06,8553.00,8568.24023,8488.63965,8500.00977,2640100,8500.00977
2014-01-03,8584.74023,8584.74023,8537.86035,8546.54004,2539700,8546.54004
2014-01-02,8618.59961,8632.80957,8587.54004,8612.54004,2537600,8612.54004
2013-12-31,8636.50,8647.24023,8593.75,8611.50977,2324300,8611.50977
2013-12-30,8552.12988,8623.42969,8552.12988,8623.42969,2361800,8623.42969
2013-12-27,8490.73047,8543.50,8488.44043,8535.04004,1975600,8535.04004
2013-12-26,8467.73047,8492.70996,8465.84961,8485.88965,1618300,8485.88965
2013-12-25,8461.49023,8484.0498,8457.87012,8467.75977,1725200,8467.75977
2013-12-24,8473.01953,8478.08984,8450.49023,8450.49023,1701500,8450.49023
2013-12-23,8441.16016,8477.46973,8441.16016,8456.45996,2120800,8456.45996
2013-12-20,8400.20996,8439.37012,8392.37988,8408.53027,2007200,8408.53027
2013-12-19,8400.38965,8426.08008,8378.78027,8407.40039,2037300,8407.40039
2013-12-18,8361.75,8375.51953,8333.30957,8349.04004,1814900,8349.04004
2013-12-17,8351.98047,8384.25977,8351.98047,8352.92969,1800100,8352.92969
2013-12-16,8368.83008,8374.20996,8313.87012,8313.87012,1717500,8313.87012
2013-12-13,8355.00977,8391.82031,8346.83008,8376.94043,1787700,8376.94043
2013-12-12,8405.62012,8406.92969,8361.33008,8361.33008,1620900,8361.33008
2013-12-11,8450.95996,8501.76953,8413.51953,8433.76953,2122800,8433.76953
2013-12-10,8451.80957,8459.49023,8421.58984,8443.38965,1839200,8443.38965
2013-12-09,8439.75977,8477.87012,8433.80957,8444.62012,2056400,8444.62012
2013-12-06,8372.61035,8410.19043,8361.99023,8367.71973,1851000,8367.71973
